date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Parque O'Higgins,pm10,55.0364
2025-08-17 10:22:24.105836,Parque O'Higgins,pm10,9.0055
2025-08-18 10:22:24.105836,Parque O'Higgins,pm10,27.441600000000008
2025-08-19 10:22:24.105836,Parque O'Higgins,pm10,26.028999999999996
2025-08-20 10:22:24.105836,Parque O'Higgins,pm10,55.533600000000014
2025-08-21 10:22:24.105836,Parque O'Higgins,pm10,55.99500000000001
2025-08-22 10:22:24.105836,Parque O'Higgins,pm10,52.39760000000002
