date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Concón,pm25,6.863799999999995
2025-08-17 10:22:24.105836,Concón,pm25,10.107100000000003
2025-08-18 10:22:24.105836,Concón,pm25,10.170499999999999
2025-08-19 10:22:24.105836,Concón,pm25,9.901499999999992
2025-08-20 10:22:24.105836,Concón,pm25,8.86629999999999
2025-08-21 10:22:24.105836,Concón,pm25,9.823299999999996
2025-08-22 10:22:24.105836,Concón,pm25,12.1291
