date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Concón,pm10,38.21670000000002
2025-08-17 10:22:24.105836,Concón,pm10,13.601400000000003
2025-08-18 10:22:24.105836,Concón,pm10,35.56370000000002
2025-08-19 10:22:24.105836,Concón,pm10,36.54760000000001
2025-08-20 10:22:24.105836,Concón,pm10,43.97990000000001
2025-08-21 10:22:24.105836,Concón,pm10,53.01249999999999
2025-08-22 10:22:24.105836,Concón,pm10,53.605200000000025
