date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Inpesca,pm25,4.9845
2025-08-17 10:22:24.105836,Inpesca,pm25,5.0279
2025-08-18 10:22:24.105836,Inpesca,pm25,14.430199999999996
2025-08-19 10:22:24.105836,Inpesca,pm25,16.012900000000005
2025-08-20 10:22:24.105836,Inpesca,pm25,24.529999999999973
2025-08-21 10:22:24.105836,Inpesca,pm25,24.704299999999968
2025-08-22 10:22:24.105836,Inpesca,pm25,20.881699999999988
