date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Inpesca,o3,13.967300000000016
2025-08-17 10:22:24.105836,Inpesca,o3,20.598700000000004
2025-08-18 10:22:24.105836,Inpesca,o3,29.884299999999993
2025-08-19 10:22:24.105836,Inpesca,o3,29.469799999999996
2025-08-20 10:22:24.105836,Inpesca,o3,31.301599999999993
2025-08-21 10:22:24.105836,Inpesca,o3,31.6631
2025-08-22 10:22:24.105836,Inpesca,o3,36.73250000000003
