date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Parque O'Higgins,o3,8.250499999999999
2025-08-17 10:22:24.105836,Parque O'Higgins,o3,17.484299999999987
2025-08-18 10:22:24.105836,Parque O'Higgins,o3,23.108000000000025
2025-08-19 10:22:24.105836,Parque O'Higgins,o3,20.85210000000003
2025-08-20 10:22:24.105836,Parque O'Higgins,o3,25.40460000000001
2025-08-21 10:22:24.105836,Parque O'Higgins,o3,22.94080000000002
2025-08-22 10:22:24.105836,Parque O'Higgins,o3,30.259000000000036
