date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Concón,no2,37.93389999999993
2025-08-17 10:22:24.105836,Concón,no2,14.083899999999986
2025-08-18 10:22:24.105836,Concón,no2,23.411899999999996
2025-08-19 10:22:24.105836,Concón,no2,22.490600000000008
2025-08-20 10:22:24.105836,Concón,no2,50.3204000000001
2025-08-21 10:22:24.105836,Concón,no2,38.578199999999995
2025-08-22 10:22:24.105836,Concón,no2,35.85240000000002
