date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Concón,o3,58.40560000000007
2025-08-17 10:22:24.105836,Concón,o3,77.53790000000004
2025-08-18 10:22:24.105836,Concón,o3,90.65509999999995
2025-08-19 10:22:24.105836,Concón,o3,69.80069999999985
2025-08-20 10:22:24.105836,Concón,o3,66.38639999999995
2025-08-21 10:22:24.105836,Concón,o3,69.15600000000003
2025-08-22 10:22:24.105836,Concón,o3,79.68419999999998
