date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Parque O'Higgins,pm25,22.187800000000006
2025-08-17 10:22:24.105836,Parque O'Higgins,pm25,6.6279
2025-08-18 10:22:24.105836,Parque O'Higgins,pm25,17.7605
2025-08-19 10:22:24.105836,Parque O'Higgins,pm25,16.842
2025-08-20 10:22:24.105836,Parque O'Higgins,pm25,20.0688
2025-08-21 10:22:24.105836,Parque O'Higgins,pm25,28.017
2025-08-22 10:22:24.105836,Parque O'Higgins,pm25,25.112800000000004
