date,location,parameter,predicted_value
2025-08-16 10:22:24.105836,Inpesca,pm10,16.249300000000012
2025-08-17 10:22:24.105836,Inpesca,pm10,26.489700000000013
2025-08-18 10:22:24.105836,Inpesca,pm10,49.93330000000005
2025-08-19 10:22:24.105836,Inpesca,pm10,41.422000000000004
2025-08-20 10:22:24.105836,Inpesca,pm10,26.25560000000004
2025-08-21 10:22:24.105836,Inpesca,pm10,33.11520000000002
2025-08-22 10:22:24.105836,Inpesca,pm10,18.33829999999999
